cidade_origem,uf_origem,cidade_destino,uf_destino,distancia_km,fonte
MARINGA,PR,SAO PAULO,SP,631.426,google
IGARAPE,MG,ASTOLFO DUTRA,MG,317.131,google
UBERLANDIA,MG,GUARULHOS,SP,600.375,google
SANTOS DUMONT,MG,RIO DE JANEIRO,RJ,227.941,google
CONTAGEM,MG,CACAPAVA,SP,518.576,google
ABATIA,PR,SAO PAULO,SP,459.755,google
RIO DE JANEIRO,RJ,ITAMONTE,MG,236.983,google
POUSO ALEGRE,MG,SUZANO,SP,238.525,google
RIO DE JANEIRO,RJ,ARAXA,MG,780.567,google
CONCEICAO DO PARA,MG,RIO DE JANEIRO,RJ,551.111,google
FLORESTAL,MG,RIO DE JANEIRO,RJ,494.28,google
SAO JOAQUIM DE BICAS,MG,RIO DE JANEIRO,RJ,471.452,google
IGARAPE,MG,SANTA BARBARA,MG,153.715,google
BOM DESPACHO,MG,UBERLANDIA,MG,387.332,google
IPANEMA,MG,RIO DE JANEIRO,RJ,512.429,google
DIAMANTINA,MG,GUARULHOS,SP,837.925,google
GUANHAES,MG,UBERLANDIA,MG,754.599,google
ITAMOGI,MG,SAO PAULO,SP,322.794,google
IGARAPE,MG,CONTAGEM,MG,36.549,google
GRAVATAI,RS,SAO PAULO,SP,1119.547,google
PRATA,MG,SUZANO,SP,628.582,google
CABO VERDE,MG,BELO HORIZONTE,MG,428.842,google
SAO PAULO,SP,GUARULHOS,SP,21.777,google
RIBEIRAO DAS NEVES,MG,SAO PAULO,SP,594.044,google
SAO PAULO,SP,PENAPOLIS,SP,476.074,google
MATEUS LEME,MG,RIO DE JANEIRO,RJ,489.27,google
ITUIUTABA,MG,GUARULHOS,SP,696.145,google
JOAO MONLEVADE,MG,BELO HORIZONTE,MG,116.513,google
IGARAPE,MG,SETE LAGOAS,MG,97.756,google
SAO JOAO DEL REI,MG,MESQUITA,RJ,333.389,google
LIMEIRA DO OESTE,MG,GUARULHOS,SP,685.157,google
SUZANO,SP,UBERLANDIA,MG,632.326,google
SAO PAULO,SP,BETIM,MG,555.485,google
CONCEICAO DO RIO VERDE,MG,GUARULHOS,SP,297.606,google
RIO DE JANEIRO,RJ,ITAJUBA,MG,315.932,google
LIMA DUARTE,MG,RIO DE JANEIRO,RJ,237.8,google
GUIMARANIA,MG,RIO DE JANEIRO,RJ,847.819,google
PIUMHI,MG,RIO DE JANEIRO,RJ,615.09,google
ESMERALDAS,MG,BELO HORIZONTE,MG,61.731,google
ITAJAI,SC,SAO PAULO,SP,613.504,google
BETIM,MG,NOVA SERRANA,MG,92.329,google
BARBACENA,MG,SUZANO,SP,528.274,google
RIO DE JANEIRO,RJ,ITAPEVA,MG,490.389,google
BELO HORIZONTE,MG,BOM JESUS DO AMPARO,MG,71.808,google
RIO DE JANEIRO,RJ,PRADOS,MG,326.88,google
BOCAIUVA,MG,GUARULHOS,SP,919.573,google
SETE LAGOAS,MG,SUZANO,SP,660.61,google
PASSO FUNDO,RS,SAO PAULO,SP,997.079,google
SANTIAGO,RS,SAO PAULO,SP,1327.041,google
LAPA,PR,SAO PAULO,SP,489.229,google
SABARA,MG,CACAPAVA,SP,551.271,google
MAUA,SP,BELO HORIZONTE,MG,601.379,google
MONTE ALEGRE DE MINAS,MG,SAO PAULO,SP,658.892,google
PARAGUACU,MG,RIO DE JANEIRO,RJ,432.81,google
MACHADO,MG,RIO DE JANEIRO,RJ,454.031,google
MONTE SANTO DE MINAS,MG,RIO DE JANEIRO,RJ,693.417,google
RIO DE JANEIRO,RJ,FRUTAL,MG,903.251,google
JUNDIAI,SP,OSASCO,SP,55.506,google
CAMANDUCAIA,MG,SAO PAULO,SP,134.203,google
VARZEA DA PALMA,MG,GUARULHOS,SP,848.726,google
CONGONHAL,MG,RIO DE JANEIRO,RJ,395.106,google
BLUMENAU,SC,SAO PAULO,SP,650.286,google
SAO JOSE DOS CAMPOS,SP,GUARULHOS,SP,75.265,google
LAGAMAR,MG,RIO DE JANEIRO,RJ,905.808,google
IGARATINGA,MG,CACAPAVA,SP,520.019,google
DIAMANTINA,MG,RIO DE JANEIRO,RJ,724.667,google
MACHACALIS,MG,RIO DE JANEIRO,RJ,902.583,google
CANDEIAS,BA,SAO PAULO,SP,1941.697,google
MALACACHETA,MG,RIO DE JANEIRO,RJ,811.088,google
LAGOA DA PRATA,MG,RIO DE JANEIRO,RJ,570.594,google
POCOS DE CALDAS,MG,BELO HORIZONTE,MG,448.06,google
GOUVEIA,MG,RIO DE JANEIRO,RJ,687.311,google
FRUTAL,MG,BELO HORIZONTE,MG,600.681,google
SANTA VITORIA,MG,RIO DE JANEIRO,RJ,1138.19,google
NITEROI,RJ,MACAE,RJ,171.835,google
ESPIRITO SANTO DO DOURADO,MG,RIO DE JANEIRO,RJ,404.142,google
RIO DE JANEIRO,RJ,LUZ,MG,619.318,google
DORES DO INDAIA,MG,RIO DE JANEIRO,RJ,669.651,google
QUINTA DO SOL,PR,SAO PAULO,SP,697.003,google
GUARAPUAVA,PR,SAO PAULO,SP,669.979,google
SALTO DA DIVISA,MG,RIO DE JANEIRO,RJ,1112.559,google
GUAXUPE,MG,SAO PAULO,SP,295.4,google
SAO JOAO DA PONTE,MG,RIO DE JANEIRO,RJ,959.59,google
IPATINGA,MG,BELO HORIZONTE,MG,211.143,google
ESMERALDAS,MG,CACAPAVA,SP,533.532,google
ITUIUTABA,MG,UBERLANDIA,MG,135.551,google
CONCEICAO DOS OUROS,MG,RIO DE JANEIRO,RJ,381.24,google
CACHOEIRA DA PRATA,MG,RIO DE JANEIRO,RJ,523.735,google
POCOS DE CALDAS,MG,GUARULHOS,SP,270.835,google
ITAMONTE,MG,RIO DE JANEIRO,RJ,237.51,google
CHAPECO,SC,SAO PAULO,SP,891.859,google
LEOPOLDINA,MG,RIO DE JANEIRO,RJ,236.588,google
PORTO VELHO,RO,PORTO VELHO,RO,0.0,google
BETIM,MG,ALTEROSA,MG,357.421,google
CAMPINAS,SP,LUCAS DO RIO VERDE,MT,1770.645,google
PITANGA,PR,SAO PAULO,SP,760.808,google
LIMA DUARTE,MG,BELO HORIZONTE,MG,292.062,google
BETIM,MG,GOVERNADOR VALADARES,MG,344.513,google
SAO PAULO,SP,SAO BERNARDO DO CAMPO,SP,21.849,google
RIO DE JANEIRO,RJ,SAO JOSE DA LAPA,MG,473.277,google
ARCOS,MG,GUARULHOS,SP,475.835,google
SAO PAULO,SP,PORTO ALEGRE,RS,1131.578,google
RIO DE JANEIRO,RJ,TEOFILO OTONI,MG,726.375,google
TAPEJARA,RS,GUARULHOS,SP,943.323,google
CACHOEIRA DE PAJEU,MG,BELO HORIZONTE,MG,764.611,google
NOVA SERRANA,MG,GUARULHOS,SP,537.507,google
PARACATU,MG,PARACATU,MG,0.0,google
SAO FRANCISCO DE SALES,MG,GUARULHOS,SP,610.293,google
BELO HORIZONTE,MG,ITURAMA,MG,743.725,google
CARMOPOLIS DE MINAS,MG,RIO DE JANEIRO,RJ,454.402,google
BELO HORIZONTE,MG,FRUTAL,MG,600.533,google
SAO PAULO,SP,AMERICANA,SP,129.97,google
ROSARIO DA LIMEIRA,MG,RIO DE JANEIRO,RJ,331.485,google
RIO DE JANEIRO,RJ,MUTUM,MG,530.725,google
NOVA LIMA,MG,CABO FRIO,RJ,574.676,google
ARAGUARI,MG,SUZANO,SP,665.045,google
ARAGUARI,MG,SAO PAULO,SP,622.09,google
ALMIRANTE TAMANDARE,PR,SAO PAULO,SP,426.785,google
PAPAGAIOS,MG,RIO DE JANEIRO,RJ,573.277,google
BELO HORIZONTE,MG,SAO JOAQUIM DE BICAS,MG,41.671,google
MEDIANEIRA,PR,SAO PAULO,SP,986.546,google
RIO DE JANEIRO,RJ,VICOSA,MG,366.72,google
CAMPO LARGO,PR,SAO PAULO,SP,466.781,google
IGARATINGA,MG,SAO PAULO,SP,574.028,google
SAO JOAO EVANGELISTA,MG,SAO PAULO,SP,865.052,google
ITAJUBA,MG,ITAJUBA,MG,0.0,google
UNIAO DE MINAS,MG,RIO DE JANEIRO,RJ,1058.641,google
IGARAPE,MG,SAO BERNARDO DO CAMPO,SP,552.837,google
ITAU DE MINAS,MG,RIO DE JANEIRO,RJ,625.157,google
CAMARAGIBE,PE,CAMACARI,BA,786.456,google
ANAPOLIS,GO,SAO PAULO,SP,955.205,google
RIO DE JANEIRO,RJ,MANHUACU,MG,427.852,google
RIO DE JANEIRO,RJ,VARGINHA,MG,395.455,google
SOROCABA,SP,RIO DE JANEIRO,RJ,539.552,google
IGARAPE,MG,BARROSO,MG,227.861,google
PARACATU,MG,SUZANO,SP,902.306,google
ANDRELANDIA,MG,RIO DE JANEIRO,RJ,255.803,google
CURVELO,MG,BELO HORIZONTE,MG,166.119,google
CAMPO BELO,MG,SUZANO,SP,433.101,google
IGARAPE,MG,RAUL SOARES,MG,271.251,google
LAGOA GRANDE,MG,SAO PAULO,SP,804.574,google
RECIFE,PE,SAO JOSE DOS CAMPOS,SP,2685.199,google
BELO VALE,MG,RIO DE JANEIRO,RJ,399.833,google
CACAPAVA,SP,BOM SUCESSO,MG,370.612,google
IGARAPE,MG,ALEM PARAIBA,MG,414.605,google
IBIRAMA,SC,SAO PAULO,SP,673.655,google
UBA,MG,MESQUITA,RJ,307.085,google
ITURAMA,MG,GUARULHOS,SP,648.334,google
SAO JOAO BATISTA DO GLORIA,MG,SAO PAULO,SP,402.636,google
RIO DE JANEIRO,RJ,BICAS,MG,212.375,google
ALTO RIO DOCE,MG,RIO DE JANEIRO,RJ,327.137,google
NATERCIA,MG,RIO DE JANEIRO,RJ,353.654,google
RIO DE JANEIRO,RJ,CONSELHEIRO LAFAIETE,MG,343.618,google
DIVINO,MG,RIO DE JANEIRO,RJ,377.077,google
CAETE,MG,RIO DE JANEIRO,RJ,501.72,google
COTIA,SP,MANHUACU,MG,796.38,google
ITUIUTABA,MG,GOIANIA,GO,316.581,google
CAXAMBU,MG,RIO DE JANEIRO,RJ,287.585,google
LAGOA FORMOSA,MG,BELO HORIZONTE,MG,374.687,google
MONTE BELO,MG,BELO HORIZONTE,MG,399.794,google
GUARULHOS,SP,SALVADOR,BA,,google
NATERCIA,MG,GUARULHOS,SP,250.176,google
SETE LAGOAS,MG,CACAPAVA,SP,580.026,google
LAVRAS,MG,GUARULHOS,SP,365.54,google
FLORIANOPOLIS,SC,SAO PAULO,SP,708.269,google
UBA,MG,SUZANO,SP,560.934,google
BELO HORIZONTE,MG,CAXAMBU,MG,376.933,google
SOROCABA,SP,SOROCABA,SP,0.0,google
RIO DE JANEIRO,RJ,NOVA PONTE,MG,962.897,google
SAO JOAO DEL REI,MG,SAO PAULO,SP,470.333,google
SANTA LUZIA,MG,SUZANO,SP,626.093,google
SAO GONCALO DO RIO ABAIXO,MG,GUARULHOS,SP,652.017,google
RIO DE JANEIRO,RJ,ITAUNA,MG,509.967,google
PINHAIS,PR,SAO JOSE DOS PINHAIS,PR,15.15,google
JEQUITIBA,MG,RIO DE JANEIRO,RJ,544.89,google
PEDRA AZUL,MG,RIO DE JANEIRO,RJ,980.476,google
MIRAI,MG,RIO DE JANEIRO,RJ,288.271,google
LIMEIRA,SP,GUARULHOS,SP,161.121,google
SANTA RITA DE JACUTINGA,MG,RIO DE JANEIRO,RJ,185.4,google
AIMORES,MG,RIO DE JANEIRO,RJ,604.548,google
LUZ,MG,SAO PAULO,SP,574.538,google
PERDOES,MG,SAO PAULO,SP,375.737,google
FORTALEZA,CE,SERRA,ES,2126.646,google
MONTE SIAO,MG,JUNDIAI,SP,142.886,google
PASSOS,MG,GUARULHOS,SP,398.053,google
ARACUAI,MG,GUARULHOS,SP,1141.193,google
ASTORGA,PR,SAO PAULO,SP,626.7,google
CONGONHAS,MG,BELO HORIZONTE,MG,81.43,google
RIO DE JANEIRO,RJ,PARACATU,MG,932.949,google
SERRA,ES,VILA VELHA,ES,30.036,google
PORTO VELHO,RO,SAO PAULO,SP,2991.916,google
ARACRUZ,ES,GUARULHOS,SP,994.619,google
RIO DE JANEIRO,RJ,DIVINO,MG,375.67,google
BETIM,MG,UBERABA,MG,444.151,google
ALEGRETE,RS,SAO PAULO,SP,1467.969,google
CACAPAVA,SP,MATEUS LEME,MG,510.821,google
CAMPOS GERAIS,MG,RIO DE JANEIRO,RJ,477.007,google
MATOZINHOS,MG,SAO PAULO,SP,629.741,google
LAVRAS,MG,SUZANO,SP,406.838,google
GASPAR,SC,LIMEIRA,SP,744.224,google
PERDIZES,MG,RIO DE JANEIRO,RJ,844.976,google
SAO JOSE DOS PINHAIS,PR,ITAGUARA,MG,906.251,google
VICOSA,MG,RIO DE JANEIRO,RJ,367.587,google
UNAI,MG,SAO PAULO,SP,962.153,google
BETIM,MG,SAO DOMINGOS DAS DORES,MG,321.622,google
POUSO ALEGRE,MG,GUARULHOS,SP,197.227,google
GUAIRA,PR,SAO PAULO,SP,933.943,google
SANTA RITA DO SAPUCAI,MG,GUARULHOS,SP,206.902,google
VARZEA GRANDE,MT,SAO BERNARDO DO CAMPO,SP,1560.467,google
RIBEIRAO DAS NEVES,MG,CACAPAVA,SP,540.036,google
PALMEIRA,PR,SAO PAULO,SP,520.611,google
POUSO ALEGRE,MG,RIO DE JANEIRO,RJ,383.91,google
SUZANO,SP,BELO HORIZONTE,MG,611.139,google
NOVA SERRANA,MG,UBERLANDIA,MG,414.774,google
CATAGUASES,MG,UBERLANDIA,MG,836.945,google
DOM VICOSO,MG,UBERLANDIA,MG,702.912,google
PRESIDENTE OLEGARIO,MG,UBERLANDIA,MG,244.808,google
JABOATAO DOS GUARARAPES,PE,SAO PAULO,SP,2650.347,google
UBERLANDIA,MG,SABARA,MG,556.94,google
JUNDIAI,SP,MOGI GUACU,SP,106.998,google
BARBACENA,MG,UBERLANDIA,MG,679.398,google
FRUTAL,MG,SAO PAULO,SP,502.37,google
IPATINGA,MG,SUZANO,SP,817.846,google
LAGOA SANTA,MG,UBERLANDIA,MG,569.152,google
BOM JESUS DO GALHO,MG,UBERLANDIA,MG,805.436,google
MATOZINHOS,MG,UBERLANDIA,MG,581.538,google
MANHUACU,MG,UBERLANDIA,MG,815.666,google
VALPARAISO DE GOIAS,GO,PORTO ALEGRE,RS,2078.898,google
ITAJAI,SC,JUNDIAI,SP,634.878,google
SAO GOTARDO,MG,CACAPAVA,SP,594.464,google
CONTAGEM,MG,GUARANESIA,MG,416.24,google
NOVA ERA,MG,UBERLANDIA,MG,672.321,google
CONTAGEM,MG,GALILEIA,MG,389.078,google
BETIM,MG,JUAZEIRO DO NORTE,CE,1938.019,google
SAO PAULO,SP,PORTO SEGURO,BA,1585.795,google
PONTA GROSSA,PR,JUAZEIRO DO NORTE,CE,2886.96,google
ITAJUBA,MG,SUZANO,SP,246.078,google
MUZAMBINHO,MG,UBERLANDIA,MG,421.83,google
MONTE ALEGRE DE MINAS,MG,UBERLANDIA,MG,68.705,google
DIVINOPOLIS,MG,SUZANO,SP,538.089,google
BELO HORIZONTE,MG,DIVINOPOLIS,MG,117.808,google
SAO PAULO,SP,RECIFE,PE,2666.533,google
TIMOTEO,MG,SUZANO,SP,807.965,google
GOIANIA,GO,FEIRA DE SANTANA,BA,1532.117,google
ARAXA,MG,SAO PAULO,SP,568.478,google
CONSELHEIRO LAFAIETE,MG,UBERLANDIA,MG,625.397,google
SUZANO,SP,TEOFILO OTONI,MG,1053.33,google
TRES DE MAIO,RS,SAO PAULO,SP,1141.751,google
APUCARANA,PR,SAO PAULO,SP,587.584,google
ACAIACA,MG,UBERLANDIA,MG,680.673,google
LINHARES,ES,BALNEARIO CAMBORIU,SC,1679.068,google
CASTRO,PR,SAO PAULO,SP,477.246,google
IGARAPE,MG,BRASILIA,DF,757.371,google
SAO PAULO,SP,NOVA FRIBURGO,RJ,547.666,google
GOVERNADOR VALADARES,MG,SUZANO,SP,920.679,google
BETIM,MG,ITAMARAJU,BA,822.758,google
LAURO DE FREITAS,BA,JUAZEIRO DO NORTE,CE,726.362,google
VIAMAO,RS,SAO PAULO,SP,1133.092,google
IGARAPE,MG,ANDRADAS,MG,436.54,google
CHAPADA GAUCHA,MG,RIO DE JANEIRO,RJ,1169.849,google
LIMA DUARTE,MG,UBERLANDIA,MG,807.433,google
BELO HORIZONTE,MG,IBIRITE,MG,21.265,google
BETIM,MG,DIVINO,MG,336.208,google
CACAPAVA,SP,MOEDA,MG,496.952,google
BELO HORIZONTE,MG,SANTO ANDRE,SP,614.207,google
BOTELHOS,MG,SAO PAULO,SP,292.155,google
ITUIUTABA,MG,SAO PAULO,SP,683.238,google
UBERLANDIA,MG,BARRA LONGA,MG,697.348,google
PARNAMIRIM,RN,SAO PAULO,SP,2918.59,google
LAGOA DA PRATA,MG,UBERLANDIA,MG,386.582,google
RIO DE JANEIRO,RJ,NOVA FRIBURGO,RJ,141.0,google
BELO HORIZONTE,MG,JUAZEIRO DO NORTE,CE,1928.67,google
MIRAI,MG,UBERLANDIA,MG,834.449,google
PONTE NOVA,MG,UBERLANDIA,MG,713.518,google
ITAUNA,MG,UBERLANDIA,MG,481.359,google
SANTA RITA DO SAPUCAI,MG,SAO PAULO,SP,221.614,google
MACHACALIS,MG,BELO HORIZONTE,MG,618.175,google
IGARAPE,MG,PARAGUACU,MG,300.795,google
SAO BERNARDO DO CAMPO,SP,CRATO,CE,2511.832,google
CAMPINAS,SP,MONTE MOR,SP,31.082,google
BARRA MANSA,RJ,SAO PAULO,SP,301.8,google
VESPASIANO,MG,BELO HORIZONTE,MG,29.243,google
CAETE,MG,UBERLANDIA,MG,591.736,google
SAO JOAO DEL REI,MG,UBERLANDIA,MG,622.746,google
CONTAGEM,MG,ARAPORA,MG,650.979,google
RIBEIRAO DAS NEVES,MG,UBERLANDIA,MG,546.894,google
IGARAPE,MG,ARAXA,MG,346.134,google
UBERLANDIA,MG,DIAMANTINA,MG,654.784,google
SAO PAULO,SP,ITAPEMA,SC,624.453,google
TRES PONTAS,MG,SUZANO,SP,371.778,google
MOGI DAS CRUZES,SP,UBERLANDIA,MG,646.366,google
ERECHIM,RS,SAO PAULO,SP,890.695,google
ARAXA,MG,UBERLANDIA,MG,177.247,google
POCOS DE CALDAS,MG,VALINHOS,SP,173.013,google
TRES PONTAS,MG,SAO PAULO,SP,345.202,google
ANGATUBA,SP,SALVADOR,BA,,google
OURO BRANCO,MG,UBERLANDIA,MG,626.147,google
ARAPONGAS,PR,SAO PAULO,SP,570.49,google
BETIM,MG,JEQUITINHONHA,MG,742.009,google
CANDEIAS,BA,SAO BERNARDO DO CAMPO,SP,1956.56,google
ITANHANDU,MG,SAO PAULO,SP,256.712,google
FAMA,MG,SAO PAULO,SP,330.86,google
BELO HORIZONTE,MG,UBERABA,MG,475.676,google
SAO PAULO,SP,PATOS DE MINAS,MG,699.24,google
NOVA LIMA,MG,UBERLANDIA,MG,555.625,google
JABOTICATUBAS,MG,CACAPAVA,SP,589.419,google
MANHUACU,MG,SUZANO,SP,733.0,google
SANTA JULIANA,MG,SAO PAULO,SP,570.637,google
SAO GOTARDO,MG,RIO DE JANEIRO,RJ,736.051,google
ANDRADAS,MG,BELO HORIZONTE,MG,490.249,google
LAMBARI,MG,RIO DE JANEIRO,RJ,321.814,google
MONTE SIAO,MG,BELO HORIZONTE,MG,485.285,google
IGARAPE,MG,MURIAE,MG,348.114,google
PONTE NOVA,MG,RIO DE JANEIRO,RJ,416.576,google
MATOZINHOS,MG,CACAPAVA,SP,574.68,google
PASSO FUNDO,RS,SAO BERNARDO DO CAMPO,SP,1013.949,google
ANDRADAS,MG,RIO DE JANEIRO,RJ,472.473,google
IGARAPE,MG,RIO DE JANEIRO,RJ,476.854,google
BELO HORIZONTE,MG,SUZANO,SP,610.458,google
RIO DE JANEIRO,RJ,CURVELO,MG,593.188,google
LINDOESTE,PR,SAO PAULO,SP,945.715,google
PINHALAO,PR,SAO PAULO,SP,454.767,google
PARACATU,MG,UBERLANDIA,MG,336.616,google
UBERABA,MG,RIO DE JANEIRO,RJ,884.032,google
CARATINGA,MG,UBERLANDIA,MG,829.941,google
SAO JOAQUIM DE BICAS,MG,BELO HORIZONTE,MG,48.891,google
BETIM,MG,RIO DE JANEIRO,RJ,462.312,google
RIO DE JANEIRO,RJ,ITAQUAQUECETUBA,SP,412.503,google
IGARAPE,MG,UBERLANDIA,MG,520.588,google
NEPOMUCENO,MG,RIO DE JANEIRO,RJ,450.691,google
BELO HORIZONTE,MG,SANTA LUZIA,MG,16.98,google
PIRACEMA,MG,RIO DE JANEIRO,RJ,439.153,google
MURIAE,MG,UBERLANDIA,MG,837.764,google
PARACATU,MG,RIO DE JANEIRO,RJ,934.307,google
ALEM PARAIBA,MG,RIO DE JANEIRO,RJ,184.734,google
ITAJUBA,MG,SAO PAULO,SP,262.251,google
CORONEL FABRICIANO,MG,RIO DE JANEIRO,RJ,557.289,google
UBERLANDIA,MG,GOVERNADOR VALADARES,MG,847.658,google
IGARAPE,MG,UBA,MG,279.288,google
JUATUBA,MG,UBERLANDIA,MG,489.511,google
JOINVILLE,SC,SAO PAULO,SP,533.235,google
IBIRITE,MG,UBERLANDIA,MG,525.916,google
PONTE NOVA,MG,BELO HORIZONTE,MG,188.484,google
ALEM PARAIBA,MG,BELO HORIZONTE,MG,380.391,google
MONTE SIAO,MG,SAO PAULO,SP,160.436,google
IBIRACI,MG,RIO DE JANEIRO,RJ,686.966,google
TEIXEIRA DE FREITAS,BA,BETIM,MG,733.279,google
PATOS DE MINAS,MG,SUZANO,SP,743.37,google
CANOINHAS,SC,SAO JOSE,SC,348.593,google
CARIACICA,ES,SAO PAULO,SP,938.376,google
IBIRITE,MG,SAO PAULO,SP,573.715,google
CAMBORIU,SC,SAO PAULO,SP,625.608,google
VESPASIANO,MG,CACAPAVA,SP,555.762,google
NOVA SERRANA,MG,SAO PAULO,SP,551.529,google
GUARULHOS,SP,PATO BRANCO,PR,864.862,google
RIO DE JANEIRO,RJ,SETE LAGOAS,MG,506.061,google
IPATINGA,MG,SAO PAULO,SP,791.271,google
CENTRALINA,MG,RIO DE JANEIRO,RJ,1076.843,google
CONTAGEM,MG,UBERLANDIA,MG,525.434,google
CUIABA,MT,RIO VERDE,GO,705.531,google
SUZANO,SP,UNAI,MG,1004.084,google
ITAJUBA,MG,VALINHOS,SP,252.925,google
IGARAPE,MG,SANTO ANDRE,SP,568.27,google
IPATINGA,MG,UBERLANDIA,MG,744.131,google
BOA ESPERANCA,MG,RIO DE JANEIRO,RJ,460.361,google
BETIM,MG,BELO HORIZONTE,MG,39.771,google
ITABIRITO,MG,BELO HORIZONTE,MG,59.754,google
VENDA NOVA DO IMIGRANTE,ES,SAO PAULO,SP,893.729,google
BETIM,MG,ARAXA,MG,330.775,google
ARACUAI,MG,RIO DE JANEIRO,RJ,1027.916,google
LAGOA SANTA,MG,CACAPAVA,SP,562.294,google
BETIM,MG,ITAPERUNA,RJ,390.061,google
JUIZ DE FORA,MG,BELO HORIZONTE,MG,262.414,google
SERRANIA,MG,BELO HORIZONTE,MG,376.105,google
NOVA SERRANA,MG,SUZANO,SP,578.105,google
FRUTAL,MG,RIO DE JANEIRO,RJ,904.257,google
ARAGUARI,MG,RIO DE JANEIRO,RJ,1023.977,google
CASSIA,MG,BELO HORIZONTE,MG,399.355,google
CONTAGEM,MG,BELO HORIZONTE,MG,21.495,google
CAMPOS GERAIS,MG,SAO PAULO,SP,351.191,google
MANTENA,MG,RIO DE JANEIRO,RJ,772.922,google
SAO JOSE DOS PINHAIS,PR,UBERLANDIA,MG,981.869,google
PALMAS,TO,BELEM,PA,1209.836,google
BELO HORIZONTE,MG,SAO BERNARDO DO CAMPO,SP,598.763,google
GUARULHOS,SP,IGARAPE,MG,523.956,google
ITAUNA,MG,BELO HORIZONTE,MG,86.35,google
NOVA SERRANA,MG,CACAPAVA,SP,497.531,google
RIO DE JANEIRO,RJ,UBERABA,MG,882.843,google
CORONEL FABRICIANO,MG,BELO HORIZONTE,MG,196.73,google
ALFENAS,MG,SAO PAULO,SP,315.557,google
PADRE PARAISO,MG,SAO PAULO,SP,1121.882,google
NOVA RESENDE,MG,RIO DE JANEIRO,RJ,573.79,google
EXTREMA,MG,RIO DE JANEIRO,RJ,475.804,google
GUARULHOS,SP,BELO HORIZONTE,MG,577.168,google
CACAPAVA,SP,BELO HORIZONTE,MG,538.374,google
BRASILIA,DF,BETIM,MG,742.211,google
SABARA,MG,UBERLANDIA,MG,558.129,google
GUARAPARI,ES,SAO PAULO,SP,896.165,google
JOAO MONLEVADE,MG,RIO DE JANEIRO,RJ,559.86,google
RIO DE JANEIRO,RJ,MONTES CLAROS,MG,857.067,google
PASSOS,MG,BELO HORIZONTE,MG,354.602,google
BELO HORIZONTE,MG,SAO CARLOS,SP,588.164,google
SAO PAULO,SP,JABOATAO DOS GUARARAPES,PE,2654.054,google
CONCORDIA,SC,SAO PAULO,SP,829.248,google
ITABIRA,MG,RIO DE JANEIRO,RJ,550.093,google
PATOS DE MINAS,MG,SAO PAULO,SP,700.415,google
OURO PRETO,MG,SAO PAULO,SP,629.926,google
CASCAVEL,PR,SAO PAULO,SP,911.64,google
RAPOSOS,MG,RIO DE JANEIRO,RJ,458.537,google
PORTO ALEGRE,RS,SAO PAULO,SP,1144.375,google
CONGONHAS DO NORTE,MG,CACAPAVA,SP,737.047,google
PRESIDENTE OLEGARIO,MG,BELO HORIZONTE,MG,430.442,google
RIO DE JANEIRO,RJ,GOVERNADOR VALADARES,MG,593.699,google
TURVOLANDIA,MG,GUARULHOS,SP,244.029,google
COROMANDEL,MG,RIO DE JANEIRO,RJ,923.829,google
SAO PAULO,SP,MONTES CLAROS,MG,986.5,google
MONTES CLAROS,MG,SAO PAULO,SP,980.634,google
IGARAPE,MG,CORONEL FABRICIANO,MG,242.055,google
SANTA LUZIA,MG,BELO HORIZONTE,MG,17.937,google
UBERLANDIA,MG,BELO HORIZONTE,MG,542.914,google
JOAO MONLEVADE,MG,UBERLANDIA,MG,649.499,google
SAO JOSE DOS PINHAIS,PR,SAO PAULO,SP,427.228,google
ARAXA,MG,RIO DE JANEIRO,RJ,792.695,google
ABRE CAMPO,MG,RIO DE JANEIRO,RJ,443.865,google
COTIA,SP,LIMOEIRO DE ANADIA,AL,2399.887,google
MONTE ALEGRE DE MINAS,MG,BELO HORIZONTE,MG,611.879,google
POUSO ALEGRE,MG,SAO PAULO,SP,211.939,google
SAO JOAO DEL REI,MG,APARECIDA DE GOIANIA,GO,940.872,google
PELOTAS,RS,SAO PAULO,SP,1390.624,google
LAVRAS,MG,BELO HORIZONTE,MG,245.25,google
ITAJUBA,MG,RIO DE JANEIRO,RJ,312.288,google
SERRA DOS AIMORES,MG,BELO HORIZONTE,MG,615.614,google
JUIZ DE FORA,MG,UBERLANDIA,MG,787.448,google
UBERABA,MG,BELO HORIZONTE,MG,483.083,google
LAVRAS,MG,SAO PAULO,SP,380.252,google
BRASILIA,DF,SAO PAULO,SP,1007.505,google
IGARAPE,MG,BARBACENA,MG,206.86,google
BELO HORIZONTE,MG,RIO DE JANEIRO,RJ,442.187,google
ITAUNA,MG,RIO DE JANEIRO,RJ,508.892,google
PASSOS,MG,RIO DE JANEIRO,RJ,610.74,google
RIO DE JANEIRO,RJ,POCOS DE CALDAS,MG,484.9,google
CONTAGEM,MG,SAO PAULO,SP,572.574,google
RIO DE JANEIRO,RJ,SAO BERNARDO DO CAMPO,SP,463.532,google
MONTE CARMELO,MG,RIO DE JANEIRO,RJ,1032.76,google
BELO HORIZONTE,MG,MONTES CLAROS,MG,424.871,google
BELO HORIZONTE,MG,UBERLANDIA,MG,536.742,google
CAXIAS DO SUL,RS,SAO PAULO,SP,991.748,google
CAMANDUCAIA,MG,BELO HORIZONTE,MG,458.144,google
SAO PAULO,SP,BARUERI,SP,29.066,google
