ROTA,origem,destino,distancia_km,distancia_texto
CANÁPOLIS/MG:BETIM/MG,CANÁPOLIS/MG,BETIM/MG,626.388,626 km
COTIA/SP:MANHUAÇU/MG,COTIA/SP,MANHUAÇU/MG,796.38,796 km
ITUIUTABA/MG:GOIÂNIA/GO,ITUIUTABA/MG,GOIÂNIA/GO,316.581,317 km
CAXAMBU/MG:RIO DE JANEIRO/RJ,CAXAMBU/MG,RIO DE JANEIRO/RJ,287.585,288 km
LAGOA FORMOSA/MG:BELO HORIZONTE/MG,LAGOA FORMOSA/MG,BELO HORIZONTE/MG,374.687,375 km
MONTE BELO/MG:BELO HORIZONTE/MG,MONTE BELO/MG,BELO HORIZONTE/MG,399.794,400 km
GUARULHOS/SP:SALVADOR/BA,GUARULHOS/SP,SALVADOR/BA,,
SÃO SEBASTIÃO DO PARAÍSO/MG:BETIM/MG,SÃO SEBASTIÃO DO PARAÍSO/MG,BETIM/MG,366.571,367 km
SABARÁ/MG:IGARAPÉ/MG,SABARÁ/MG,IGARAPÉ/MG,67.586,"67,6 km"
NATÉRCIA/MG:GUARULHOS/SP,NATÉRCIA/MG,GUARULHOS/SP,250.176,250 km
SETE LAGOAS/MG:CAÇAPAVA/SP,SETE LAGOAS/MG,CAÇAPAVA/SP,580.026,580 km
MARACAÍ/SP:SÃO PAULO/SP,MARACAÍ/SP,SÃO PAULO/SP,461.985,462 km
SÃO BENTO DO SAPUCAÍ/SP:SÃO PAULO/SP,SÃO BENTO DO SAPUCAÍ/SP,SÃO PAULO/SP,170.286,170 km
LAVRAS/MG:GUARULHOS/SP,LAVRAS/MG,GUARULHOS/SP,365.54,366 km
CARLOS CHAGAS/MG:BETIM/MG,CARLOS CHAGAS/MG,BETIM/MG,578.356,578 km
FLORIANÓPOLIS/SC:SÃO PAULO/SP,FLORIANÓPOLIS/SC,SÃO PAULO/SP,708.269,708 km
SÃO JOSÉ DO RIO PARDO/SP:SÃO PAULO/SP,SÃO JOSÉ DO RIO PARDO/SP,SÃO PAULO/SP,253.56,254 km
ITUTINGA/MG:BETIM/MG,ITUTINGA/MG,BETIM/MG,223.643,224 km
UBÁ/MG:SUZANO/SP,UBÁ/MG,SUZANO/SP,560.934,561 km
BELO HORIZONTE/MG:CAXAMBU/MG,BELO HORIZONTE/MG,CAXAMBU/MG,376.933,377 km
SOROCABA/SP:SOROCABA/SP,SOROCABA/SP,SOROCABA/SP,0.0,1 m
RIO DE JANEIRO/RJ:NOVA PONTE/MG,RIO DE JANEIRO/RJ,NOVA PONTE/MG,962.897,963 km
SÃO JOÃO DEL REI/MG:SÃO PAULO/SP,SÃO JOÃO DEL REI/MG,SÃO PAULO/SP,470.333,470 km
SANTA LUZIA/MG:SUZANO/SP,SANTA LUZIA/MG,SUZANO/SP,626.093,626 km
SÃO GONÇALO DO RIO ABAIXO/MG:GUARULHOS/SP,SÃO GONÇALO DO RIO ABAIXO/MG,GUARULHOS/SP,652.017,652 km
SANTO ANTÔNIO DO MONTE/MG:BETIM/MG,SANTO ANTÔNIO DO MONTE/MG,BETIM/MG,166.372,166 km
RIO DE JANEIRO/RJ:ITAÚNA/MG,RIO DE JANEIRO/RJ,ITAÚNA/MG,509.967,510 km
PINHAIS/PR:SÃO JOSÉ DOS PINHAIS/PR,PINHAIS/PR,SÃO JOSÉ DOS PINHAIS/PR,15.15,"15,2 km"
JEQUITIBÁ/MG:RIO DE JANEIRO/RJ,JEQUITIBÁ/MG,RIO DE JANEIRO/RJ,544.89,545 km
PEDRA AZUL/MG:RIO DE JANEIRO/RJ,PEDRA AZUL/MG,RIO DE JANEIRO/RJ,980.476,980 km
MIRAÍ/MG:RIO DE JANEIRO/RJ,MIRAÍ/MG,RIO DE JANEIRO/RJ,288.271,288 km
SÃO JOAQUIM DE BICAS/MG:BETIM/MG,SÃO JOAQUIM DE BICAS/MG,BETIM/MG,12.325,"12,3 km"
LIMEIRA/SP:GUARULHOS/SP,LIMEIRA/SP,GUARULHOS/SP,161.121,161 km
ITURAMA/MG:BETIM/MG,ITURAMA/MG,BETIM/MG,714.302,714 km
SANTA RITA DE JACUTINGA/MG:RIO DE JANEIRO/RJ,SANTA RITA DE JACUTINGA/MG,RIO DE JANEIRO/RJ,185.4,185 km
MÁRIO CAMPOS/MG:BETIM/MG,MÁRIO CAMPOS/MG,BETIM/MG,13.018,"13,0 km"
AIMORÉS/MG:RIO DE JANEIRO/RJ,AIMORÉS/MG,RIO DE JANEIRO/RJ,604.548,605 km
MARIANA/MG:IGARAPÉ/MG,MARIANA/MG,IGARAPÉ/MG,150.723,151 km
LUZ/MG:SÃO PAULO/SP,LUZ/MG,SÃO PAULO/SP,574.538,575 km
PERDÕES/MG:SÃO PAULO/SP,PERDÕES/MG,SÃO PAULO/SP,375.737,376 km
FORTALEZA/CE:SERRA/ES,FORTALEZA/CE,SERRA/ES,2126.646,2.127 km
CAMBUÍ/MG:BETIM/MG,CAMBUÍ/MG,BETIM/MG,402.068,402 km
MONTE SIÃO/MG:JUNDIAÍ/SP,MONTE SIÃO/MG,JUNDIAÍ/SP,142.886,143 km
PASSOS/MG:GUARULHOS/SP,PASSOS/MG,GUARULHOS/SP,398.053,398 km
ARAÇUAÍ/MG:GUARULHOS/SP,ARAÇUAÍ/MG,GUARULHOS/SP,1141.193,1.141 km
MENDONÇA/SP:SÃO PAULO/SP,MENDONÇA/SP,SÃO PAULO/SP,455.149,455 km
ASTORGA/PR:SÃO PAULO/SP,ASTORGA/PR,SÃO PAULO/SP,626.7,627 km
CONGONHAS/MG:BELO HORIZONTE/MG,CONGONHAS/MG,BELO HORIZONTE/MG,81.43,"81,4 km"
CONGONHAS/MG:IGARAPÉ/MG,CONGONHAS/MG,IGARAPÉ/MG,117.161,117 km
RIO DE JANEIRO/RJ:PARACATU/MG,RIO DE JANEIRO/RJ,PARACATU/MG,932.949,933 km
SERRA/ES:VILA VELHA/ES,SERRA/ES,VILA VELHA/ES,30.036,"30,0 km"
PORTO VELHO/RO:SÃO PAULO/SP,PORTO VELHO/RO,SÃO PAULO/SP,2991.916,2.992 km
ARACRUZ/ES:GUARULHOS/SP,ARACRUZ/ES,GUARULHOS/SP,994.619,995 km
RIO DE JANEIRO/RJ:DIVINO/MG,RIO DE JANEIRO/RJ,DIVINO/MG,375.67,376 km
BETIM/MG:UBERABA/MG,BETIM/MG,UBERABA/MG,444.151,444 km
ALEGRETE/RS:SÃO PAULO/SP,ALEGRETE/RS,SÃO PAULO/SP,1467.969,1.468 km
CAÇAPAVA/SP:MATEUS LEME/MG,CAÇAPAVA/SP,MATEUS LEME/MG,510.821,511 km
CAMPOS GERAIS/MG:RIO DE JANEIRO/RJ,CAMPOS GERAIS/MG,RIO DE JANEIRO/RJ,477.007,477 km
MATOZINHOS/MG:SÃO PAULO/SP,MATOZINHOS/MG,SÃO PAULO/SP,629.741,630 km
ALMENARA/MG:BETIM/MG,ALMENARA/MG,BETIM/MG,789.141,789 km
LAVRAS/MG:SUZANO/SP,LAVRAS/MG,SUZANO/SP,406.838,407 km
GASPAR/SC:LIMEIRA/SP,GASPAR/SC,LIMEIRA/SP,744.224,744 km
PERDIZES/MG:RIO DE JANEIRO/RJ,PERDIZES/MG,RIO DE JANEIRO/RJ,844.976,845 km
SÃO JOSÉ DOS PINHAIS/PR:ITAGUARA/MG,SÃO JOSÉ DOS PINHAIS/PR,ITAGUARA/MG,906.251,906 km
VIÇOSA/MG:RIO DE JANEIRO/RJ,VIÇOSA/MG,RIO DE JANEIRO/RJ,367.587,368 km
UNAÍ/MG:SÃO PAULO/SP,UNAÍ/MG,SÃO PAULO/SP,962.153,962 km
BETIM/MG:SÃO DOMINGOS DAS DORES/MG,BETIM/MG,SÃO DOMINGOS DAS DORES/MG,321.622,322 km
POUSO ALEGRE/MG:GUARULHOS/SP,POUSO ALEGRE/MG,GUARULHOS/SP,197.227,197 km
GUAÍRA/PR:SÃO PAULO/SP,GUAÍRA/PR,SÃO PAULO/SP,933.943,934 km
SANTA RITA DO SAPUCAÍ/MG:GUARULHOS/SP,SANTA RITA DO SAPUCAÍ/MG,GUARULHOS/SP,206.902,207 km
VÁRZEA GRANDE/MT:SÃO BERNARDO DO CAMPO/SP,VÁRZEA GRANDE/MT,SÃO BERNARDO DO CAMPO/SP,1560.467,1.560 km
RIBEIRÃO DAS NEVES/MG:CAÇAPAVA/SP,RIBEIRÃO DAS NEVES/MG,CAÇAPAVA/SP,540.036,540 km
PALMEIRA/PR:SÃO PAULO/SP,PALMEIRA/PR,SÃO PAULO/SP,520.611,521 km
POUSO ALEGRE/MG:RIO DE JANEIRO/RJ,POUSO ALEGRE/MG,RIO DE JANEIRO/RJ,383.91,384 km
SUZANO/SP:BELO HORIZONTE/MG,SUZANO/SP,BELO HORIZONTE/MG,611.139,611 km
NOVA SERRANA/MG:UBERLÂNDIA/MG,NOVA SERRANA/MG,UBERLÂNDIA/MG,414.774,415 km
PRATA/MG:IGARAPÉ/MG,PRATA/MG,IGARAPÉ/MG,605.875,606 km
CATAGUASES/MG:UBERLÂNDIA/MG,CATAGUASES/MG,UBERLÂNDIA/MG,836.945,837 km
DOM VIÇOSO/MG:UBERLÂNDIA/MG,DOM VIÇOSO/MG,UBERLÂNDIA/MG,702.912,703 km
PRESIDENTE OLEGÁRIO/MG:UBERLÂNDIA/MG,PRESIDENTE OLEGÁRIO/MG,UBERLÂNDIA/MG,244.808,245 km
JUQUIÁ/SP:SÃO PAULO/SP,JUQUIÁ/SP,SÃO PAULO/SP,173.77,174 km
JABOATÃO DOS GUARARAPES/PE:SÃO PAULO/SP,JABOATÃO DOS GUARARAPES/PE,SÃO PAULO/SP,2650.347,2.650 km
UBERLÂNDIA/MG:SABARÁ/MG,UBERLÂNDIA/MG,SABARÁ/MG,556.94,557 km
JUNDIAÍ/SP:MOGI GUAÇU/SP,JUNDIAÍ/SP,MOGI GUAÇU/SP,106.998,107 km
BARBACENA/MG:UBERLÂNDIA/MG,BARBACENA/MG,UBERLÂNDIA/MG,679.398,679 km
FRUTAL/MG:SÃO PAULO/SP,FRUTAL/MG,SÃO PAULO/SP,502.37,502 km
IPATINGA/MG:SUZANO/SP,IPATINGA/MG,SUZANO/SP,817.846,818 km
LAGOA SANTA/MG:UBERLÂNDIA/MG,LAGOA SANTA/MG,UBERLÂNDIA/MG,569.152,569 km
BOM JESUS DO GALHO/MG:UBERLÂNDIA/MG,BOM JESUS DO GALHO/MG,UBERLÂNDIA/MG,805.436,805 km
GUAPIAÇU/SP:SÃO PAULO/SP,GUAPIAÇU/SP,SÃO PAULO/SP,441.629,442 km
MATOZINHOS/MG:UBERLÂNDIA/MG,MATOZINHOS/MG,UBERLÂNDIA/MG,581.538,582 km
MANHUAÇU/MG:UBERLÂNDIA/MG,MANHUAÇU/MG,UBERLÂNDIA/MG,815.666,816 km
VALPARAÍSO DE GOIÁS/GO:PORTO ALEGRE/RS,VALPARAÍSO DE GOIÁS/GO,PORTO ALEGRE/RS,2078.898,2.079 km
ITAJAÍ/SC:JUNDIAÍ/SP,ITAJAÍ/SC,JUNDIAÍ/SP,634.878,635 km
BRODOWSKI/SP:SÃO PAULO/SP,BRODOWSKI/SP,SÃO PAULO/SP,339.499,339 km
SÃO GOTARDO/MG:CAÇAPAVA/SP,SÃO GOTARDO/MG,CAÇAPAVA/SP,594.464,594 km
CONTAGEM/MG:GUARANÉSIA/MG,CONTAGEM/MG,GUARANÉSIA/MG,416.24,416 km
NOVA ERA/MG:UBERLÂNDIA/MG,NOVA ERA/MG,UBERLÂNDIA/MG,672.321,672 km
CONTAGEM/MG:GALILÉIA/MG,CONTAGEM/MG,GALILÉIA/MG,389.078,389 km
BETIM/MG:JUAZEIRO DO NORTE/CE,BETIM/MG,JUAZEIRO DO NORTE/CE,1938.019,1.938 km
SÃO PAULO/SP:PORTO SEGURO/BA,SÃO PAULO/SP,PORTO SEGURO/BA,1585.795,1.586 km
PONTA GROSSA/PR:JUAZEIRO DO NORTE/CE,PONTA GROSSA/PR,JUAZEIRO DO NORTE/CE,2886.96,2.887 km
ITAPECERICA/MG:IGARAPÉ/MG,ITAPECERICA/MG,IGARAPÉ/MG,135.819,136 km
ITAPIRA/SP:SÃO PAULO/SP,ITAPIRA/SP,SÃO PAULO/SP,165.119,165 km
ITAJUBÁ/MG:SUZANO/SP,ITAJUBÁ/MG,SUZANO/SP,246.078,246 km
MUZAMBINHO/MG:UBERLÂNDIA/MG,MUZAMBINHO/MG,UBERLÂNDIA/MG,421.83,422 km
MONTE ALEGRE DE MINAS/MG:UBERLÂNDIA/MG,MONTE ALEGRE DE MINAS/MG,UBERLÂNDIA/MG,68.705,"68,7 km"
VALENTIM GENTIL/SP:SÃO PAULO/SP,VALENTIM GENTIL/SP,SÃO PAULO/SP,535.846,536 km
DIVINÓPOLIS/MG:SUZANO/SP,DIVINÓPOLIS/MG,SUZANO/SP,538.089,538 km
BELO HORIZONTE/MG:DIVINÓPOLIS/MG,BELO HORIZONTE/MG,DIVINÓPOLIS/MG,117.808,118 km
SÃO PAULO/SP:RECIFE/PE,SÃO PAULO/SP,RECIFE/PE,2666.533,2.667 km
ENGENHEIRO CALDAS/MG:BETIM/MG,ENGENHEIRO CALDAS/MG,BETIM/MG,317.881,318 km
TIMÓTEO/MG:SUZANO/SP,TIMÓTEO/MG,SUZANO/SP,807.965,808 km
GOIÂNIA/GO:FEIRA DE SANTANA/BA,GOIÂNIA/GO,FEIRA DE SANTANA/BA,1532.117,1.532 km
ARAXÁ/MG:SÃO PAULO/SP,ARAXÁ/MG,SÃO PAULO/SP,568.478,568 km
ARCOS/MG:IGARAPÉ/MG,ARCOS/MG,IGARAPÉ/MG,194.102,194 km
CONSELHEIRO LAFAIETE/MG:UBERLÂNDIA/MG,CONSELHEIRO LAFAIETE/MG,UBERLÂNDIA/MG,625.397,625 km
SUZANO/SP:TEÓFILO OTONI/MG,SUZANO/SP,TEÓFILO OTONI/MG,1053.33,1.053 km
TRÊS DE MAIO/RS:SÃO PAULO/SP,TRÊS DE MAIO/RS,SÃO PAULO/SP,1141.751,1.142 km
APUCARANA/PR:SÃO PAULO/SP,APUCARANA/PR,SÃO PAULO/SP,587.584,588 km
ACAIACA/MG:UBERLÂNDIA/MG,ACAIACA/MG,UBERLÂNDIA/MG,680.673,681 km
LINHARES/ES:BALNEÁRIO CAMBORIÚ/SC,LINHARES/ES,BALNEÁRIO CAMBORIÚ/SC,1679.068,1.679 km
CASTRO/PR:SÃO PAULO/SP,CASTRO/PR,SÃO PAULO/SP,477.246,477 km
IGARAPÉ/MG:BRASÍLIA/DF,IGARAPÉ/MG,BRASÍLIA/DF,757.371,757 km
SÃO PAULO/SP:NOVA FRIBURGO/RJ,SÃO PAULO/SP,NOVA FRIBURGO/RJ,547.666,548 km
GOVERNADOR VALADARES/MG:SUZANO/SP,GOVERNADOR VALADARES/MG,SUZANO/SP,920.679,921 km
CARMO DO CAJURU/MG:IGARAPÉ/MG,CARMO DO CAJURU/MG,IGARAPÉ/MG,96.648,"96,6 km"
SANTO ANTÔNIO DE POSSE/SP:SÃO PAULO/SP,SANTO ANTÔNIO DE POSSE/SP,SÃO PAULO/SP,139.284,139 km
BETIM/MG:ITAMARAJU/BA,BETIM/MG,ITAMARAJU/BA,822.758,823 km
JARDINÓPOLIS/SP:SÃO PAULO/SP,JARDINÓPOLIS/SP,SÃO PAULO/SP,333.475,333 km
LAURO DE FREITAS/BA:JUAZEIRO DO NORTE/CE,LAURO DE FREITAS/BA,JUAZEIRO DO NORTE/CE,726.362,726 km
VIAMÃO/RS:SÃO PAULO/SP,VIAMÃO/RS,SÃO PAULO/SP,1133.092,1.133 km
IGARAPÉ/MG:ANDRADAS/MG,IGARAPÉ/MG,ANDRADAS/MG,436.54,437 km
CHAPADA GAÚCHA/MG:RIO DE JANEIRO/RJ,CHAPADA GAÚCHA/MG,RIO DE JANEIRO/RJ,1169.849,1.170 km
LIMA DUARTE/MG:UBERLÂNDIA/MG,LIMA DUARTE/MG,UBERLÂNDIA/MG,807.433,807 km
BELO HORIZONTE/MG:IBIRITÉ/MG,BELO HORIZONTE/MG,IBIRITÉ/MG,21.265,"21,3 km"
BETIM/MG:DIVINO/MG,BETIM/MG,DIVINO/MG,336.208,336 km
CAÇAPAVA/SP:MOEDA/MG,CAÇAPAVA/SP,MOEDA/MG,496.952,497 km
BELO HORIZONTE/MG:SANTO ANDRÉ/SP,BELO HORIZONTE/MG,SANTO ANDRÉ/SP,614.207,614 km
SÃO MANUEL/SP:SÃO PAULO/SP,SÃO MANUEL/SP,SÃO PAULO/SP,260.792,261 km
BOTELHOS/MG:SÃO PAULO/SP,BOTELHOS/MG,SÃO PAULO/SP,292.155,292 km
ITUIUTABA/MG:SÃO PAULO/SP,ITUIUTABA/MG,SÃO PAULO/SP,683.238,683 km
UBERLÂNDIA/MG:BARRA LONGA/MG,UBERLÂNDIA/MG,BARRA LONGA/MG,697.348,697 km
PARNAMIRIM/RN:SÃO PAULO/SP,PARNAMIRIM/RN,SÃO PAULO/SP,2918.59,2.919 km
DIVINO/MG:BETIM/MG,DIVINO/MG,BETIM/MG,329.529,330 km
JEQUITINHONHA/MG:BETIM/MG,JEQUITINHONHA/MG,BETIM/MG,740.494,740 km
LAGOA DA PRATA/MG:UBERLÂNDIA/MG,LAGOA DA PRATA/MG,UBERLÂNDIA/MG,386.582,387 km
RIO DE JANEIRO/RJ:NOVA FRIBURGO/RJ,RIO DE JANEIRO/RJ,NOVA FRIBURGO/RJ,141.0,141 km
BELO HORIZONTE/MG:JUAZEIRO DO NORTE/CE,BELO HORIZONTE/MG,JUAZEIRO DO NORTE/CE,1928.67,1.929 km
BARIRI/SP:SÃO PAULO/SP,BARIRI/SP,SÃO PAULO/SP,322.381,322 km
MIRAÍ/MG:UBERLÂNDIA/MG,MIRAÍ/MG,UBERLÂNDIA/MG,834.449,834 km
PONTE NOVA/MG:UBERLÂNDIA/MG,PONTE NOVA/MG,UBERLÂNDIA/MG,713.518,714 km
ITAÚNA/MG:UBERLÂNDIA/MG,ITAÚNA/MG,UBERLÂNDIA/MG,481.359,481 km
SANTA RITA DO SAPUCAÍ/MG:SÃO PAULO/SP,SANTA RITA DO SAPUCAÍ/MG,SÃO PAULO/SP,221.614,222 km
MACHACALIS/MG:BELO HORIZONTE/MG,MACHACALIS/MG,BELO HORIZONTE/MG,618.175,618 km
IGARAPÉ/MG:PARAGUAÇU/MG,IGARAPÉ/MG,PARAGUAÇU/MG,300.795,301 km
SÃO BERNARDO DO CAMPO/SP:CRATO/CE,SÃO BERNARDO DO CAMPO/SP,CRATO/CE,2511.832,2.512 km
CAMPINAS/SP:MONTE MOR/SP,CAMPINAS/SP,MONTE MOR/SP,31.082,"31,1 km"
BARRA MANSA/RJ:SÃO PAULO/SP,BARRA MANSA/RJ,SÃO PAULO/SP,301.8,302 km
VESPASIANO/MG:BELO HORIZONTE/MG,VESPASIANO/MG,BELO HORIZONTE/MG,29.243,"29,2 km"
CAETÉ/MG:UBERLÂNDIA/MG,CAETÉ/MG,UBERLÂNDIA/MG,591.736,592 km
SÃO JOÃO DEL REI/MG:UBERLÂNDIA/MG,SÃO JOÃO DEL REI/MG,UBERLÂNDIA/MG,622.746,623 km
CONTAGEM/MG:ARAPORÃ/MG,CONTAGEM/MG,ARAPORÃ/MG,650.979,651 km
RIBEIRÃO DAS NEVES/MG:UBERLÂNDIA/MG,RIBEIRÃO DAS NEVES/MG,UBERLÂNDIA/MG,546.894,547 km
IGARAPÉ/MG:ARAXÁ/MG,IGARAPÉ/MG,ARAXÁ/MG,346.134,346 km
MOGI DAS CRUZES/SP:SÃO PAULO/SP,MOGI DAS CRUZES/SP,SÃO PAULO/SP,65.156,"65,2 km"
UBERLÂNDIA/MG:DIAMANTINA/MG,UBERLÂNDIA/MG,DIAMANTINA/MG,654.784,655 km
SÃO PAULO/SP:ITAPEMA/SC,SÃO PAULO/SP,ITAPEMA/SC,624.453,624 km
EMBU-GUAÇU/SP:SÃO PAULO/SP,EMBU-GUAÇU/SP,SÃO PAULO/SP,67.378,"67,4 km"
TRÊS PONTAS/MG:SUZANO/SP,TRÊS PONTAS/MG,SUZANO/SP,371.778,372 km
PARAGUAÇU/MG:IGARAPÉ/MG,PARAGUAÇU/MG,IGARAPÉ/MG,302.014,302 km
CASA BRANCA/SP:SÃO PAULO/SP,CASA BRANCA/SP,SÃO PAULO/SP,229.491,229 km
RIBEIRÃO BRANCO/SP:SÃO PAULO/SP,RIBEIRÃO BRANCO/SP,SÃO PAULO/SP,295.446,295 km
DOM CAVATI/MG:IGARAPÉ/MG,DOM CAVATI/MG,IGARAPÉ/MG,311.032,311 km
PRATÂNIA/SP:SÃO PAULO/SP,PRATÂNIA/SP,SÃO PAULO/SP,270.658,271 km
MOGI DAS CRUZES/SP:UBERLÂNDIA/MG,MOGI DAS CRUZES/SP,UBERLÂNDIA/MG,646.366,646 km
ERECHIM/RS:SÃO PAULO/SP,ERECHIM/RS,SÃO PAULO/SP,890.695,891 km
ARAXÁ/MG:UBERLÂNDIA/MG,ARAXÁ/MG,UBERLÂNDIA/MG,177.247,177 km
POÇOS DE CALDAS/MG:VALINHOS/SP,POÇOS DE CALDAS/MG,VALINHOS/SP,173.013,173 km
TRÊS PONTAS/MG:SÃO PAULO/SP,TRÊS PONTAS/MG,SÃO PAULO/SP,345.202,345 km
ANGATUBA/SP:SALVADOR/BA,ANGATUBA/SP,SALVADOR/BA,,
OURO BRANCO/MG:UBERLÂNDIA/MG,OURO BRANCO/MG,UBERLÂNDIA/MG,626.147,626 km
ARAPONGAS/PR:SÃO PAULO/SP,ARAPONGAS/PR,SÃO PAULO/SP,570.49,570 km
BETIM/MG:JEQUITINHONHA/MG,BETIM/MG,JEQUITINHONHA/MG,742.009,742 km
CANDEIAS/BA:SÃO BERNARDO DO CAMPO/SP,CANDEIAS/BA,SÃO BERNARDO DO CAMPO/SP,1956.56,1.957 km
RIO PARANAÍBA/MG:IGARAPÉ/MG,RIO PARANAÍBA/MG,IGARAPÉ/MG,301.337,301 km
ITANHANDU/MG:SÃO PAULO/SP,ITANHANDU/MG,SÃO PAULO/SP,256.712,257 km
SERRA DOS AIMORÉS/MG:IGARAPÉ/MG,SERRA DOS AIMORÉS/MG,IGARAPÉ/MG,658.057,658 km
FAMA/MG:SÃO PAULO/SP,FAMA/MG,SÃO PAULO/SP,330.86,331 km
VARGINHA/MG:IGARAPÉ/MG,VARGINHA/MG,IGARAPÉ/MG,267.099,267 km
BELO HORIZONTE/MG:UBERABA/MG,BELO HORIZONTE/MG,UBERABA/MG,475.676,476 km
SÃO PAULO/SP:PATOS DE MINAS/MG,SÃO PAULO/SP,PATOS DE MINAS/MG,699.24,699 km
NOVA LIMA/MG:UBERLÂNDIA/MG,NOVA LIMA/MG,UBERLÂNDIA/MG,555.625,556 km
JABOTICATUBAS/MG:CAÇAPAVA/SP,JABOTICATUBAS/MG,CAÇAPAVA/SP,589.419,589 km
MANHUAÇU/MG:SUZANO/SP,MANHUAÇU/MG,SUZANO/SP,733.0,733 km
SANTA JULIANA/MG:SÃO PAULO/SP,SANTA JULIANA/MG,SÃO PAULO/SP,570.637,571 km
SÃO GOTARDO/MG:RIO DE JANEIRO/RJ,SÃO GOTARDO/MG,RIO DE JANEIRO/RJ,736.051,736 km
ANDRADAS/MG:BELO HORIZONTE/MG,ANDRADAS/MG,BELO HORIZONTE/MG,490.249,490 km
LAMBARI/MG:RIO DE JANEIRO/RJ,LAMBARI/MG,RIO DE JANEIRO/RJ,321.814,322 km
MONTE SIÃO/MG:BELO HORIZONTE/MG,MONTE SIÃO/MG,BELO HORIZONTE/MG,485.285,485 km
IGARAPÉ/MG:MURIAÉ/MG,IGARAPÉ/MG,MURIAÉ/MG,348.114,348 km
PONTE NOVA/MG:RIO DE JANEIRO/RJ,PONTE NOVA/MG,RIO DE JANEIRO/RJ,416.576,417 km
MATOZINHOS/MG:CAÇAPAVA/SP,MATOZINHOS/MG,CAÇAPAVA/SP,574.68,575 km
PASSO FUNDO/RS:SÃO BERNARDO DO CAMPO/SP,PASSO FUNDO/RS,SÃO BERNARDO DO CAMPO/SP,1013.949,1.014 km
ITUIUTABA/MG:BETIM/MG,ITUIUTABA/MG,BETIM/MG,641.97,642 km
ANDRADAS/MG:RIO DE JANEIRO/RJ,ANDRADAS/MG,RIO DE JANEIRO/RJ,472.473,472 km
IGARAPÉ/MG:RIO DE JANEIRO/RJ,IGARAPÉ/MG,RIO DE JANEIRO/RJ,476.854,477 km
BOM JESUS DOS PERDÕES/SP:SÃO PAULO/SP,BOM JESUS DOS PERDÕES/SP,SÃO PAULO/SP,79.786,"79,8 km"
BELO HORIZONTE/MG:SUZANO/SP,BELO HORIZONTE/MG,SUZANO/SP,610.458,610 km
RIO DE JANEIRO/RJ:CURVELO/MG,RIO DE JANEIRO/RJ,CURVELO/MG,593.188,593 km
LINDOESTE/PR:SÃO PAULO/SP,LINDOESTE/PR,SÃO PAULO/SP,945.715,946 km
PINHALÃO/PR:SÃO PAULO/SP,PINHALÃO/PR,SÃO PAULO/SP,454.767,455 km
PARACATU/MG:UBERLÂNDIA/MG,PARACATU/MG,UBERLÂNDIA/MG,336.616,337 km
UBERLÂNDIA/MG:BETIM/MG,UBERLÂNDIA/MG,BETIM/MG,506.159,506 km
UBERABA/MG:RIO DE JANEIRO/RJ,UBERABA/MG,RIO DE JANEIRO/RJ,884.032,884 km
CARATINGA/MG:UBERLÂNDIA/MG,CARATINGA/MG,UBERLÂNDIA/MG,829.941,830 km
SÃO JOAQUIM DE BICAS/MG:BELO HORIZONTE/MG,SÃO JOAQUIM DE BICAS/MG,BELO HORIZONTE/MG,48.891,"48,9 km"
BETIM/MG:RIO DE JANEIRO/RJ,BETIM/MG,RIO DE JANEIRO/RJ,462.312,462 km
RIO DE JANEIRO/RJ:ITAQUAQUECETUBA/SP,RIO DE JANEIRO/RJ,ITAQUAQUECETUBA/SP,412.503,413 km
IGARAPÉ/MG:UBERLÂNDIA/MG,IGARAPÉ/MG,UBERLÂNDIA/MG,520.588,521 km
JAGUARIÚNA/SP:SÃO PAULO/SP,JAGUARIÚNA/SP,SÃO PAULO/SP,123.963,124 km
DOURADO/SP:SÃO PAULO/SP,DOURADO/SP,SÃO PAULO/SP,276.947,277 km
NEPOMUCENO/MG:RIO DE JANEIRO/RJ,NEPOMUCENO/MG,RIO DE JANEIRO/RJ,450.691,451 km
BELO HORIZONTE/MG:SANTA LUZIA/MG,BELO HORIZONTE/MG,SANTA LUZIA/MG,16.98,"17,0 km"
PIRACEMA/MG:RIO DE JANEIRO/RJ,PIRACEMA/MG,RIO DE JANEIRO/RJ,439.153,439 km
MURIAÉ/MG:UBERLÂNDIA/MG,MURIAÉ/MG,UBERLÂNDIA/MG,837.764,838 km
PARACATU/MG:RIO DE JANEIRO/RJ,PARACATU/MG,RIO DE JANEIRO/RJ,934.307,934 km
ALÉM PARAÍBA/MG:RIO DE JANEIRO/RJ,ALÉM PARAÍBA/MG,RIO DE JANEIRO/RJ,184.734,185 km
ITAJUBÁ/MG:IGARAPÉ/MG,ITAJUBÁ/MG,IGARAPÉ/MG,397.893,398 km
ITAJUBÁ/MG:SÃO PAULO/SP,ITAJUBÁ/MG,SÃO PAULO/SP,262.251,262 km
CORONEL FABRICIANO/MG:RIO DE JANEIRO/RJ,CORONEL FABRICIANO/MG,RIO DE JANEIRO/RJ,557.289,557 km
UBERLÂNDIA/MG:GOVERNADOR VALADARES/MG,UBERLÂNDIA/MG,GOVERNADOR VALADARES/MG,847.658,848 km
PATOS DE MINAS/MG:IGARAPÉ/MG,PATOS DE MINAS/MG,IGARAPÉ/MG,380.237,380 km
